flight_number,airline,origin,destination,date,departure,arrival,class,seat_no,attribute,seat_price,status,pnr,ticket_number
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,32E,Middle,2000000,occupied,HYX2OE,7387098781600
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,32F,Window,2150000,occupied,XY1QRE,7384915631939
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33A,Window,2150000,occupied,43713D,7389669414970
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33B,Middle,2000000,occupied,S3SKZ3,7388721165409
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33C,Aisle,2150000,occupied,GSP5UW,7386438492286
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33D,Aisle,2150000,occupied,NJT02I,7382947560413
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33E,Middle,2000000,occupied,HALZ1J,7382943515926
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,33F,Window,2150000,occupied,8NDBPN,7388531184284
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34A,Window,2150000,occupied,L36T4F,7381318716032
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34B,Middle,2000000,occupied,N9305U,7381402293742
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34C,Aisle,2150000,occupied,MXUJ3Z,7383348079164
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34D,Aisle,2150000,occupied,IFPTVG,7381133571818
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34E,Middle,2000000,occupied,E1OQRI,7384629152060
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,34F,Window,2150000,occupied,65Z92N,7381035166705
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35A,Window,2150000,occupied,DKEM5I,7382179305451
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35B,Middle,2000000,occupied,6GAJYU,7389179944479
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35C,Aisle,2150000,occupied,4AX0JG,7388337200685
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35D,Aisle,2150000,occupied,AOAEK0,7387969998955
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35E,Middle,2000000,occupied,6K8XG7,7387776222976
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,35F,Window,2150000,occupied,6DJ4VK,7384012298442
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36A,Window,2150000,occupied,VEE9XY,7383084455443
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36B,Middle,2000000,occupied,XSBDMK,7389633002331
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36C,Aisle,2150000,occupied,X1B0QU,7384709670311
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36D,Aisle,2150000,occupied,FI9RTL,7385390744266
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36E,Middle,2000000,occupied,3TOGF6,7386444056040
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,36F,Window,2150000,occupied,08QBNM,7383803379511
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37A,Window,2150000,occupied,P0OG41,7384834257851
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37B,Middle,2000000,occupied,C1OFK5,7380691901511
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37C,Aisle,2150000,occupied,CGZ8B4,7384891467688
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37D,Aisle,2150000,occupied,L8ZXOF,7380037681263
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37E,Middle,2000000,occupied,L4113F,7381372130961
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,08:15,10:25,economy,37F,Window,2150000,occupied,IGQTG6,7385261287645
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,1A,Window,3850000,available,,
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,1C,Aisle,3850000,occupied,BNXXSW,7386760265372
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,1D,Aisle,3850000,occupied,8T1PVO,7381545549008
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,1F,Window,3850000,available,,
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,2A,Window,3850000,available,,
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,2C,Aisle,3850000,occupied,NZQ37E,7380027044589
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,2D,Aisle,3850000,available,,
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,2F,Window,3850000,occupied,1BV3QS,7385165995170
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,3A,Window,3850000,occupied,M527YT,7380762578497
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,3C,Aisle,3850000,available,,
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,3D,Aisle,3850000,occupied,KYLNT3,7389883127247
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,3F,Window,3850000,occupied,WCQPZE,7387336770047
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,4A,Window,3850000,occupied,79Q3JZ,7380105684667
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,4C,Aisle,3850000,occupied,AOWREY,7381001769911
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,4D,Aisle,3850000,occupied,WJL9MV,7383021633157
VN259,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-17,20:30,22:40,business,4F,Window,3850000,occupied,WXGO49,7383916076392
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5A,Window,2740000,occupied,HC77LP,7387122291321
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5B,Middle,2590000,occupied,YOJD6M,7384749312914
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5C,Aisle,2740000,occupied,RM3X2O,7381099079115
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5D,Aisle,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5E,Middle,2590000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,5F,Window,2740000,occupied,VPQYXD,7380658296560
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6A,Window,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6B,Middle,2590000,occupied,OKD7ZU,7383677647465
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6C,Aisle,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6D,Aisle,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6E,Middle,2590000,occupied,DDQNSB,7388438216410
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,6F,Window,2740000,occupied,RQNLTB,7386997788546
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7A,Window,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7B,Middle,2590000,occupied,UG06XF,7380633100760
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7C,Aisle,2740000,occupied,NKOI4O,7381287886420
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7D,Aisle,2740000,occupied,3M9KDF,7384751868998
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7E,Middle,2590000,occupied,N10FH0,7381214732351
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,7F,Window,2740000,occupied,2Q3UD2,7384269893987
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8A,Window,2740000,occupied,JGQWY2,7385158321003
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8B,Middle,2590000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8C,Aisle,2740000,occupied,B237OP,7388766278942
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8D,Aisle,2740000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8E,Middle,2590000,occupied,VNFDIM,7382184369719
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-11,07:00,09:10,premium,8F,Window,2740000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5A,Window,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5B,Middle,2730000,occupied,Q9DH0Y,7381793152773
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5C,Aisle,2880000,occupied,Y5A8Q1,7388122061403
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5D,Aisle,2880000,occupied,1PUGKA,7386512379842
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5E,Middle,2730000,occupied,VTM61K,7383460632061
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,5F,Window,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6A,Window,2880000,occupied,O70ETC,7389291562939
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6B,Middle,2730000,occupied,ND4ACR,7386348856053
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6C,Aisle,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6D,Aisle,2880000,occupied,NNXHAA,7388894498392
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6E,Middle,2730000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,6F,Window,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7A,Window,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7B,Middle,2730000,occupied,XQMWPD,7385975456811
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7C,Aisle,2880000,occupied,DTMMBR,7385789509711
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7D,Aisle,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7E,Middle,2730000,occupied,2S4JL9,7381501310341
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,7F,Window,2880000,occupied,V6O9EX,7381913438432
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8A,Window,2880000,occupied,BDZAZ2,7381243853666
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8B,Middle,2730000,occupied,CPTQWE,7385726359319
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8C,Aisle,2880000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8D,Aisle,2880000,occupied,G42V95,7382186151688
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8E,Middle,2730000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-12,08:45,10:55,premium,8F,Window,2880000,occupied,J31H4R,7380895705799
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5A,Window,2810000,occupied,4CM3P7,7384731392725
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5B,Middle,2660000,occupied,22BYI6,7381830398567
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5C,Aisle,2810000,occupied,0FRRG1,7383944525369
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5D,Aisle,2810000,occupied,0PR57W,7388438914387
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5E,Middle,2660000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,5F,Window,2810000,occupied,HNQS87,7382610346178
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6A,Window,2810000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6B,Middle,2660000,occupied,X9ILBP,7380469673599
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6C,Aisle,2810000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6D,Aisle,2810000,occupied,FSCTCA,7385989583893
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6E,Middle,2660000,occupied,QVIDIH,7388861361468
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,6F,Window,2810000,occupied,JRFYEK,7387842452471
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7A,Window,2810000,occupied,KBWCA5,7389319778403
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7B,Middle,2660000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7C,Aisle,2810000,occupied,RA7UIZ,7386753176449
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7D,Aisle,2810000,occupied,3Z53NV,7382330579075
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7E,Middle,2660000,occupied,K3YSGQ,7381342251544
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,7F,Window,2810000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8A,Window,2810000,occupied,PSG995,7389020929244
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8B,Middle,2660000,occupied,WK512D,7380955866729
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8C,Aisle,2810000,occupied,RJOS1S,7386269151925
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8D,Aisle,2810000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8E,Middle,2660000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-13,06:45,08:55,premium,8F,Window,2810000,occupied,P896DL,7388367564112
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5A,Window,2950000,occupied,1CAX4E,7380687140060
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5B,Middle,2800000,occupied,0ODK58,7384996097736
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5C,Aisle,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5D,Aisle,2950000,occupied,4MWDYD,7383874055643
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5E,Middle,2800000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,5F,Window,2950000,occupied,K0FPVZ,7385368209301
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6A,Window,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6B,Middle,2800000,occupied,SL5Y3J,7386515572551
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6C,Aisle,2950000,occupied,W94YYK,7387446006477
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6D,Aisle,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6E,Middle,2800000,occupied,ZCLS9N,7389949777795
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,6F,Window,2950000,occupied,PCI77B,7380873068041
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7A,Window,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7B,Middle,2800000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7C,Aisle,2950000,occupied,5HWYXO,7380266433036
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7D,Aisle,2950000,occupied,ZJGOQC,7381837373441
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7E,Middle,2800000,occupied,ZBONPJ,7388256475416
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,7F,Window,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8A,Window,2950000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8B,Middle,2800000,occupied,XS3UFC,7385867312463
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8C,Aisle,2950000,occupied,F991SK,7382943060207
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8D,Aisle,2950000,occupied,1C2NHV,7383069080226
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8E,Middle,2800000,available,,
VN215,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-14,09:00,11:10,premium,8F,Window,2950000,occupied,F7XAWN,7387328758622
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5A,Window,2880000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5B,Middle,2730000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5C,Aisle,2880000,occupied,GEIPBU,7385608313316
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5D,Aisle,2880000,occupied,85VLYI,7386540875415
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5E,Middle,2730000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,5F,Window,2880000,occupied,NDLIAT,7387635783652
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6A,Window,2880000,occupied,LH1EBA,7383468171998
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6B,Middle,2730000,occupied,CEJFTN,7381928548368
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6C,Aisle,2880000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6D,Aisle,2880000,occupied,A8IQCB,7381506004473
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6E,Middle,2730000,occupied,2VJV1C,7382013736203
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,6F,Window,2880000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7A,Window,2880000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7B,Middle,2730000,occupied,7XCOOR,7389377990592
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7C,Aisle,2880000,occupied,61U3TQ,7383169439689
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7D,Aisle,2880000,occupied,7AJUYM,7386204915381
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7E,Middle,2730000,occupied,DONSOD,7380575559402
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,7F,Window,2880000,occupied,PR3OA4,7389454389764
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8A,Window,2880000,occupied,YGMBKS,7385553783466
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8B,Middle,2730000,occupied,ROM4FB,7382155347985
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8C,Aisle,2880000,occupied,OSF2NS,7385637076322
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8D,Aisle,2880000,occupied,X49EKA,7382762795973
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8E,Middle,2730000,available,,
VN211,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-15,07:30,09:40,premium,8F,Window,2880000,occupied,7F3GU4,7385371150336
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5A,Window,2810000,occupied,OZP8RB,7387287982826
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5B,Middle,2660000,occupied,4JIFPF,7386093526216
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5C,Aisle,2810000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5D,Aisle,2810000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5E,Middle,2660000,occupied,84CHVT,7386835923119
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,5F,Window,2810000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6A,Window,2810000,occupied,ZIDFG8,7386711105847
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6B,Middle,2660000,occupied,CUTF1B,7389840374433
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6C,Aisle,2810000,occupied,AGF9V4,7387085543200
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6D,Aisle,2810000,occupied,Q110EC,7380895273450
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6E,Middle,2660000,occupied,C8GQAT,7389126259394
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,6F,Window,2810000,occupied,QPCANV,7383083809754
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7A,Window,2810000,occupied,1S4T8V,7388056417727
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7B,Middle,2660000,occupied,CUH0WA,7382434668601
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7C,Aisle,2810000,occupied,LZZVR0,7384100133427
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7D,Aisle,2810000,occupied,Q9G2K3,7388098411489
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7E,Middle,2660000,occupied,K46TRQ,7381828942799
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,7F,Window,2810000,available,,
VN213,Vietnam Airlines,Hà Nội,Hồ Chí Minh,2026-04-16,06:30,08:40,premium,8A,Window,2810000,occupied,JHQFZC,7388369659607
